"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"7982058",-0.539785333333333,2.55358288888889,-4.393085386394,3.01594347188191e-05,0.000300292101197817,2.04655518152528,"SNORD115-30","small nucleolar RNA, C/D box 115-30"
"7982058",-0.539785333333333,2.55358288888889,-4.393085386394,3.01594347188191e-05,0.000300292101197817,2.04655518152528,"SNORD115-31","small nucleolar RNA, C/D box 115-31"
"7982058",-0.539785333333333,2.55358288888889,-4.393085386394,3.01594347188191e-05,0.000300292101197817,2.04655518152528,"SNORD115-34","small nucleolar RNA, C/D box 115-34"
"7982058",-0.539785333333333,2.55358288888889,-4.393085386394,3.01594347188191e-05,0.000300292101197817,2.04655518152528,"SNORD115-38","small nucleolar RNA, C/D box 115-38"
"7982058",-0.539785333333333,2.55358288888889,-4.393085386394,3.01594347188191e-05,0.000300292101197817,2.04655518152528,"SNORD115-42","small nucleolar RNA, C/D box 115-42"
"7982058",-0.539785333333333,2.55358288888889,-4.393085386394,3.01594347188191e-05,0.000300292101197817,2.04655518152528,"SNORD115-24","small nucleolar RNA, C/D box 115-24"
"7982060",-0.0866346666666666,1.67794022222222,-2.98788833462942,0.00361090105571341,0.0138750302911474,-2.40768069366519,"SNORD115-27","small nucleolar RNA, C/D box 115-27"
"7982062",-0.0641479999999999,1.42386488888889,-2.82611510215861,0.00579201126453191,0.0199820235654603,-2.83468367938306,"SNORD115-28","small nucleolar RNA, C/D box 115-28"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-1","small nucleolar RNA, C/D box 115-1"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-5","small nucleolar RNA, C/D box 115-5"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-9","small nucleolar RNA, C/D box 115-9"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-11","small nucleolar RNA, C/D box 115-11"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-12","small nucleolar RNA, C/D box 115-12"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-22","small nucleolar RNA, C/D box 115-22"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-26","small nucleolar RNA, C/D box 115-26"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-29","small nucleolar RNA, C/D box 115-29"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-36","small nucleolar RNA, C/D box 115-36"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-43","small nucleolar RNA, C/D box 115-43"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNHG14","small nucleolar RNA host gene 14"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-3","small nucleolar RNA, C/D box 115-3"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-13","small nucleolar RNA, C/D box 115-13"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-16","small nucleolar RNA, C/D box 115-16"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-17","small nucleolar RNA, C/D box 115-17"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-18","small nucleolar RNA, C/D box 115-18"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-19","small nucleolar RNA, C/D box 115-19"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-20","small nucleolar RNA, C/D box 115-20"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-25","small nucleolar RNA, C/D box 115-25"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-39","small nucleolar RNA, C/D box 115-39"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-40","small nucleolar RNA, C/D box 115-40"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-41","small nucleolar RNA, C/D box 115-41"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-44","small nucleolar RNA, C/D box 115-44"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-4","small nucleolar RNA, C/D box 115-4"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-6","small nucleolar RNA, C/D box 115-6"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-7","small nucleolar RNA, C/D box 115-7"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-8","small nucleolar RNA, C/D box 115-8"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-10","small nucleolar RNA, C/D box 115-10"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-14","small nucleolar RNA, C/D box 115-14"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-15","small nucleolar RNA, C/D box 115-15"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-21","small nucleolar RNA, C/D box 115-21"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-30","small nucleolar RNA, C/D box 115-30"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-34","small nucleolar RNA, C/D box 115-34"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-38","small nucleolar RNA, C/D box 115-38"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-42","small nucleolar RNA, C/D box 115-42"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-24","small nucleolar RNA, C/D box 115-24"
"7982064",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-31","small nucleolar RNA, C/D box 115-31"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-1","small nucleolar RNA, C/D box 115-1"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-6","small nucleolar RNA, C/D box 115-6"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-30","small nucleolar RNA, C/D box 115-30"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-42","small nucleolar RNA, C/D box 115-42"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-4","small nucleolar RNA, C/D box 115-4"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-24","small nucleolar RNA, C/D box 115-24"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-5","small nucleolar RNA, C/D box 115-5"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-8","small nucleolar RNA, C/D box 115-8"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-9","small nucleolar RNA, C/D box 115-9"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-10","small nucleolar RNA, C/D box 115-10"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-11","small nucleolar RNA, C/D box 115-11"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-12","small nucleolar RNA, C/D box 115-12"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-13","small nucleolar RNA, C/D box 115-13"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-14","small nucleolar RNA, C/D box 115-14"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-15","small nucleolar RNA, C/D box 115-15"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-16","small nucleolar RNA, C/D box 115-16"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-21","small nucleolar RNA, C/D box 115-21"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-26","small nucleolar RNA, C/D box 115-26"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-29","small nucleolar RNA, C/D box 115-29"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-34","small nucleolar RNA, C/D box 115-34"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-36","small nucleolar RNA, C/D box 115-36"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-38","small nucleolar RNA, C/D box 115-38"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-39","small nucleolar RNA, C/D box 115-39"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-40","small nucleolar RNA, C/D box 115-40"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-41","small nucleolar RNA, C/D box 115-41"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-43","small nucleolar RNA, C/D box 115-43"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNORD115-44","small nucleolar RNA, C/D box 115-44"
"7982066",-0.197063333333333,1.78287655555556,-4.43154432346484,2.60561801803355e-05,0.000265778837134182,2.18498776487671,"SNHG14","small nucleolar RNA host gene 14"
"7982068",-0.110249777777777,1.58862555555556,-2.76379540828337,0.00691535559987034,0.0230344295387858,-2.99388704514609,"SNORD115-31","small nucleolar RNA, C/D box 115-31"
"7982070",-0.376404222222222,2.24938477777778,-4.34224722468502,3.65506997136793e-05,0.000350558853831963,1.86475732773887,"SNORD115-32","small nucleolar RNA, C/D box 115-32"
"7982072",-0.198701555555555,1.99692677777778,-4.29290550517584,4.3992441307892e-05,0.000408628631955448,1.6896279236958,"SNORD115-33","small nucleolar RNA, C/D box 115-33"
"7982074",-0.123427777777778,1.61200166666667,-4.00262637156426,0.000127600343680678,0.000967356702131693,0.686589889744535,"SNORD115-34","small nucleolar RNA, C/D box 115-34"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-1","small nucleolar RNA, C/D box 115-1"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-5","small nucleolar RNA, C/D box 115-5"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-9","small nucleolar RNA, C/D box 115-9"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-11","small nucleolar RNA, C/D box 115-11"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-12","small nucleolar RNA, C/D box 115-12"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-22","small nucleolar RNA, C/D box 115-22"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-26","small nucleolar RNA, C/D box 115-26"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-29","small nucleolar RNA, C/D box 115-29"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-36","small nucleolar RNA, C/D box 115-36"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-43","small nucleolar RNA, C/D box 115-43"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNHG14","small nucleolar RNA host gene 14"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-3","small nucleolar RNA, C/D box 115-3"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-13","small nucleolar RNA, C/D box 115-13"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-16","small nucleolar RNA, C/D box 115-16"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-17","small nucleolar RNA, C/D box 115-17"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-18","small nucleolar RNA, C/D box 115-18"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-19","small nucleolar RNA, C/D box 115-19"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-20","small nucleolar RNA, C/D box 115-20"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-25","small nucleolar RNA, C/D box 115-25"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-39","small nucleolar RNA, C/D box 115-39"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-40","small nucleolar RNA, C/D box 115-40"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-41","small nucleolar RNA, C/D box 115-41"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-44","small nucleolar RNA, C/D box 115-44"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-4","small nucleolar RNA, C/D box 115-4"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-6","small nucleolar RNA, C/D box 115-6"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-7","small nucleolar RNA, C/D box 115-7"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-8","small nucleolar RNA, C/D box 115-8"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-10","small nucleolar RNA, C/D box 115-10"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-14","small nucleolar RNA, C/D box 115-14"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-15","small nucleolar RNA, C/D box 115-15"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-21","small nucleolar RNA, C/D box 115-21"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-30","small nucleolar RNA, C/D box 115-30"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-34","small nucleolar RNA, C/D box 115-34"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-38","small nucleolar RNA, C/D box 115-38"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-42","small nucleolar RNA, C/D box 115-42"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-24","small nucleolar RNA, C/D box 115-24"
"7982078",-0.538484888888889,2.551734,-4.39382829945276,3.0074560824916e-05,0.000299593684076777,2.04922195963306,"SNORD115-31","small nucleolar RNA, C/D box 115-31"
"7982082",-0.0987857777777779,1.56363533333333,-2.65345997095784,0.00940252959764237,0.0291402712779751,-3.2683855940843,"SNORD115-38","small nucleolar RNA, C/D box 115-38"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-1","small nucleolar RNA, C/D box 115-1"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-5","small nucleolar RNA, C/D box 115-5"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-9","small nucleolar RNA, C/D box 115-9"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-11","small nucleolar RNA, C/D box 115-11"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-12","small nucleolar RNA, C/D box 115-12"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-13","small nucleolar RNA, C/D box 115-13"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-16","small nucleolar RNA, C/D box 115-16"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-22","small nucleolar RNA, C/D box 115-22"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-26","small nucleolar RNA, C/D box 115-26"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-29","small nucleolar RNA, C/D box 115-29"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-36","small nucleolar RNA, C/D box 115-36"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-39","small nucleolar RNA, C/D box 115-39"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-40","small nucleolar RNA, C/D box 115-40"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-41","small nucleolar RNA, C/D box 115-41"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-43","small nucleolar RNA, C/D box 115-43"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNHG14","small nucleolar RNA host gene 14"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-4","small nucleolar RNA, C/D box 115-4"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-6","small nucleolar RNA, C/D box 115-6"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-8","small nucleolar RNA, C/D box 115-8"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-10","small nucleolar RNA, C/D box 115-10"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-14","small nucleolar RNA, C/D box 115-14"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-15","small nucleolar RNA, C/D box 115-15"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-20","small nucleolar RNA, C/D box 115-20"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-21","small nucleolar RNA, C/D box 115-21"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-34","small nucleolar RNA, C/D box 115-34"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-38","small nucleolar RNA, C/D box 115-38"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-42","small nucleolar RNA, C/D box 115-42"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-44","small nucleolar RNA, C/D box 115-44"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-24","small nucleolar RNA, C/D box 115-24"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-3","small nucleolar RNA, C/D box 115-3"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-17","small nucleolar RNA, C/D box 115-17"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-18","small nucleolar RNA, C/D box 115-18"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-19","small nucleolar RNA, C/D box 115-19"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-25","small nucleolar RNA, C/D box 115-25"
"7982084",-0.719286888888889,3.08775788888889,-4.54555524952563,1.68194741990939e-05,0.000187692849112348,2.59984980582366,"SNORD115-30","small nucleolar RNA, C/D box 115-30"
"7982086",-0.122622888888889,1.56112811111111,-3.39509943882931,0.00101835471540473,0.00510991283449486,-1.24861378600753,"SNORD115-40","small nucleolar RNA, C/D box 115-40"
"7982088",-0.0951513333333331,1.52375611111111,-2.87333583086564,0.00505505071398073,0.0179456786844454,-2.71207887569614,"SNORD115-41","small nucleolar RNA, C/D box 115-41"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-1","small nucleolar RNA, C/D box 115-1"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-6","small nucleolar RNA, C/D box 115-6"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-42","small nucleolar RNA, C/D box 115-42"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-4","small nucleolar RNA, C/D box 115-4"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-15","small nucleolar RNA, C/D box 115-15"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-21","small nucleolar RNA, C/D box 115-21"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-30","small nucleolar RNA, C/D box 115-30"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-34","small nucleolar RNA, C/D box 115-34"
"7982090",-0.458464444444445,2.39286288888889,-4.26825493429913,4.82377705925946e-05,0.000440549256323193,1.60262706897129,"SNORD115-5","small nucleolar RNA, C/D box 115-5"
