"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"7898533",-0.151272666666667,4.31862566666667,-2.90572604588119,0.00460047559618603,0.016691105942729,-2.62700511112473,"KLHDC7A","kelch domain containing 7A"
"7898556",-0.176606222222222,4.39615488888889,-3.5894514418203,0.000536488321572857,0.0030951001909446,-0.655132334755093,"SLC66A1","solute carrier family 66 member 1"
"7898570",-0.301803333333334,6.11537766666667,-3.39445990504045,0.00102046564738277,0.00511632906813014,-1.25052499715808,NA,NA
"7898582",-0.215398666666666,5.21513533333333,-2.82991232237347,0.0057292938199315,0.0198035181139371,-2.82488715985969,"RPS14P3","ribosomal protein S14 pseudogene 3"
"7898585",0.408309333333333,6.77539977777778,5.85727323910226,7.40684515751999e-08,2.46062385330776e-06,7.78730307320001,"NBL1","NBL1, DAN family BMP antagonist"
"7898585",0.408309333333333,6.77539977777778,5.85727323910226,7.40684515751999e-08,2.46062385330776e-06,7.78730307320001,"MICOS10-NBL1","MICOS10-NBL1 readthrough"
"7898623",0.314049111111111,4.07695922222222,3.90382181905147,0.000181472967647249,0.00128287853713927,0.356238724151977,"UBXN10","UBX domain protein 10"
"7898627",-0.133807555555556,3.38534888888889,-3.32173843717539,0.00128924834607018,0.00615602224655971,-1.46602912729906,"VWA5B1","von Willebrand factor A domain containing 5B1"
"7898655",0.596241333333333,4.53485066666667,5.53171472219125,3.02063442902225e-07,7.53696588862951e-06,6.43717680205357,"CDA","cytidine deaminase"
"7898675",-0.0824293333333332,1.82596288888889,-2.56659898854028,0.0119035023584859,0.0349582605952611,-3.47775612785435,NA,NA
"7898677",-0.27001511111111,4.99047133333333,-4.0917206635031,9.24594692628034e-05,0.000748097650826197,0.989378077763063,"HS6ST1","heparan sulfate 6-O-sulfotransferase 1"
"7898693",-0.296989777777778,4.10185644444444,-3.36411294856576,0.00112549920864132,0.0055089923116762,-1.34089540741035,"ALPL","alkaline phosphatase, biomineralization associated"
"7898707",-0.145274444444444,4.10385833333333,-2.9051046759826,0.0046088300912814,0.0167151150634677,-2.62864458396069,"LDLRAD2","low density lipoprotein receptor class A domain containing 2"
"7898713",-2.07309266666667,8.425835,-4.46991256202265,2.25028668233515e-05,0.000236747544578474,2.32385935670855,"CELA3B","chymotrypsin like elastase 3B"
"7898721",-2.20314888888889,4.62752577777778,-4.8685319585694,4.71189217004935e-06,6.78103763993793e-05,3.80978228935987,NA,NA
"7898723",-1.334766,5.25647366666667,-4.94420213494865,3.47424334932087e-06,5.30280895295914e-05,4.10028467738146,NA,NA
"7898725",-2.24639155555556,9.31338777777778,-4.40049101918299,2.93236233425546e-05,0.00029404087609455,2.07315156203837,"CELA3A","chymotrypsin like elastase 3A"
"7898732",-2.64730311111111,5.53775777777778,-5.2226076251289,1.1098421439789e-06,2.11625051879306e-05,5.19042414270919,NA,NA
"7898734",-1.79242577777778,3.86326222222222,-4.89382859662524,4.25669149180202e-06,6.23472484408079e-05,3.90661174633064,NA,NA
"7898736",-0.876484222222221,5.06132788888889,-4.49250551020055,2.06348236278675e-05,0.000220387245028822,2.4059873930493,"LINC00339","long intergenic non-protein coding RNA 339"
"7898750",-0.231774888888889,5.19230988888889,-4.04672943483824,0.000108850405128422,0.000854145785716883,0.835900900203557,"ZBTB40","zinc finger and BTB domain containing 40"
"7898833",0.164812666666665,7.019121,2.64920924975587,0.00951286133200621,0.0294348117678122,-3.27877040655323,"KDM1A","lysine demethylase 1A"
"7898854",-0.109815777777778,2.17659011111111,-3.05211257944276,0.00297870427074657,0.0119350747525583,-2.23276164033241,NA,NA
